id,recordDate,recordTime,date,shift,shiftStartAt,shiftEndAt,machineId,machineName,productName,partNo,step,workMinutes,timeSlots,minutesPerSlot,machineSpeed,cavityQty,normalMinutes,changeoverMinutes,inspectionMinutes,equipmentRepairMinutes,moldRepairMinutes,materialChangeMinutes,emergencyStopMinutes,meetingMinutes,plannedStopMinutes,goodQty,ngQty,testQty,note,createdAt,updatedAt,source
seed-4-sn1-110t-66,,,2026-03-14,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,970,194,5,80,1,40,0,140,0,720,0,0,70,0,2000,80,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-67,,,2026-03-16,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,902.47,180.49,5,80,1,150,0,55,0,617.47,0,0,80,0,10203,50,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-68,,,2026-03-17,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,781.79,156.36,5,80,1,75,0,135,0,476.79,15,0,80,0,5600,104,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-69,,,2026-03-18,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1111.57,222.31,5,80,1,240,0,225,0,571.57,0,0,75,0,16124,190,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-70,,,2026-03-19,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,988.46,197.69,5,80,1,100,0,200,0,578.46,0,0,110,0,6500,121,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-71,,,2026-03-20,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,586,117.2,5,80,1,45,0,270,0,201,15,0,55,0,6000,293,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-72,,,2026-03-21,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,716.29,143.26,5,80,1,175,0,125,0,361.29,0,0,55,0,18600,135,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-73,,,2026-03-22,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1634.74,326.95,5,80,1,115,0,180,0,1234.74,15,0,90,0,3800,29,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-74,,,2026-03-23,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1309.84,261.97,5,80,1,250,0,100,0,884.84,0,75,0,0,15370,200,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-75,,,2026-03-25,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1737.87,347.57,5,80,1,290,0,160,0,1207.87,0,0,80,0,10372,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-76,,,2026-03-26,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,646.19,129.24,5,80,1,55,0,155,0,361.19,0,0,75,0,6700,128,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-77,,,2026-03-27,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,813.75,162.75,5,80,1,25,0,65,0,643.75,0,0,80,0,1600,76,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-78,,,2026-03-28,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,931.71,186.34,5,80,1,115,0,160,0,566.71,0,0,90,0,6656,200,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-79,,,2026-03-29,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1269.92,253.98,5,80,1,375,0,85,65,744.92,0,0,0,0,23157,143,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-80,,,2026-03-30,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1042.24,208.45,5,80,1,110,0,25,0,827.24,0,0,80,0,5904,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-81,,,2026-03-31,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,806.61,161.32,5,80,1,165,0,250,0,336.61,0,0,55,0,13921,39,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-82,,,2026-03-31,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1189.64,237.93,5,80,1,265,0,60,0,784.64,15,0,65,0,14455,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-83,,,2026-04-01,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,100,20,5,80,1,25,0,55,0,0,0,0,20,0,0,866,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-84,,,2026-04-01,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1458.2,291.64,5,80,1,225,0,75,0,1093.2,0,0,65,0,8562,140,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-85,,,2026-04-02,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1557.43,311.49,5,80,1,50,0,50,0,1382.43,0,0,75,0,1548,69,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-86,,,2026-04-03,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,666.5,133.3,5,80,1,45,0,185,0,346.5,0,0,90,0,4000,271,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-87,,,2026-04-04,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1154.08,230.82,5,80,1,40,0,60,0,954.08,0,0,100,0,1677,500,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-88,,,2026-04-05,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,756.44,151.29,5,80,1,75,0,195,0,476.44,0,0,10,0,5730,23,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-89,,,2026-04-06,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,905.68,181.14,5,90,1,270,0,130,0,395.68,20,0,55,35,17810,5,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-90,,,2026-04-06,白,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,276.67,55.33,5,80,1,25,35,30,0,146.67,0,0,40,0,1500,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-91,,,2026-04-06,夜,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,40,8,5,80,1,25,0,15,0,0,0,0,0,0,0,264,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-92,,,2026-04-07,白,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,900.71,180.14,5,80,1,80,0,225,0,535.71,0,0,60,0,4480,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-93,,,2026-04-07,夜,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,1491.24,298.25,5,80,1,510,0,45,0,841.24,30,0,65,0,26675,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-94,,,2026-04-08,白,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,1173.8,234.76,5,80,1,470,0,110,0,513.8,20,0,60,0,35858,30,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-95,,,2026-04-08,夜,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,824.13,164.83,5,80,1,320,0,15,0,404.13,30,0,55,0,22171,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-96,,,2026-04-09,白,,,4-sn1-110t,4# SN1-110T,HANDLE ARM,48187057AA,-,674.29,134.86,5,80,1,165,0,135,0,309.29,0,0,15,50,11950,34,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-97,,,2026-04-09,夜,,,4-sn1-110t,4# SN1-110T,Anti-Rotation Clip,5037028-AA,-,428.44,85.69,5,80,2,140,55,35,0,188.44,0,0,10,0,23180,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-98,,,2026-04-10,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,803.17,160.63,5,80,1,255,0,105,0,393.17,25,0,25,0,18160,10,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-99,,,2026-04-11,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,807.1,161.42,5,80,1,275,0,35,0,472.1,0,0,25,0,13980,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-100,,,2026-04-17,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,297.02,59.4,5,80,1,45,0,65,0,57.02,0,0,0,130,2841,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-101,,,2026-04-20,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,864.9,172.98,5,80,1,90,0,120,0,574.9,0,0,80,0,5761,160,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-102,,,2026-04-21,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,100,20,5,80,1,25,0,0,0,0,0,0,75,0,0,301,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-103,,,2026-04-22,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1064.07,212.81,5,80,1,220,0,230,0,524.07,15,0,75,0,11922,80,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-104,,,2026-04-23,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,862.73,172.55,5,80,1,120,0,140,0,517.73,0,0,85,0,8066,400,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-105,,,2026-04-24,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1055.81,211.16,5,80,1,230,0,230,0,515.81,25,0,55,0,13377,350,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-106,,,2026-04-25,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,864.36,172.87,5,80,1,75,0,110,0,599.36,0,0,80,0,4705,400,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-107,,,2026-04-27,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,1189.63,237.93,5,100,3,240,120,70,55,529.63,0,0,70,105,56417,295,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-108,,,2026-04-28,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,409.09,81.82,5,100,3,95,50,25,0,204.09,0,0,25,10,25136,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-109,,,2026-04-28,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,343.88,68.78,5,80,1,30,75,70,0,113.88,0,0,55,0,6217,120,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-110,,,2026-04-29,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,856.35,171.27,5,80,1,140,0,180,0,436.35,20,0,80,0,10267,300,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-111,,,2026-04-29,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,928.86,185.77,5,80,1,190,0,120,0,448.86,0,0,50,120,7450,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-112,,,2026-05-05,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,740.89,148.18,5,80,1,75,0,225,0,375.89,0,0,65,0,5906,45,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-113,,,2026-05-06,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,732.71,146.54,5,80,1,45,0,185,0,422.71,0,0,80,0,3364,120,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-114,,,2026-05-06,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1058.31,211.66,5,80,1,225,0,280,0,483.31,15,0,55,0,12104,45,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-115,,,2026-05-07,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,330,66,5,80,1,25,0,275,0,0,0,0,30,0,0,160,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-116,,,2026-05-08,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,810.74,162.15,5,80,1,175,0,240,0,330.74,10,0,55,0,15450,257,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-117,,,2026-05-08,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,837.57,167.51,5,80,1,110,0,255,0,407.57,0,0,65,0,7341,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-118,,,2026-05-09,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,985.9,197.18,5,80,1,280,0,175,0,430.9,0,0,100,0,20014,200,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-119,,,2026-05-09,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1572.56,314.51,5,80,1,260,0,130,0,1112.56,0,0,70,0,8600,72,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-120,,,2026-05-11,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,195,39,5,80,1,25,0,80,0,0,0,0,90,0,0,443,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-121,,,2026-05-11,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,939.65,187.93,5,80,1,175,0,155,0,544.65,0,0,65,0,11310,30,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-122,,,2026-05-12,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,861.35,172.27,5,80,1,185,0,190,0,421.35,10,0,55,0,14577,200,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-123,,,2026-05-12,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,916.75,183.35,5,80,1,165,0,135,0,551.75,0,0,65,0,11005,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-124,,,2026-05-13,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,733.64,146.73,5,80,1,30,0,95,0,523.64,0,0,85,0,2200,272,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-125,,,2026-05-14,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1118.17,223.63,5,80,1,355,0,30,0,523.17,20,0,190,0,23885,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-126,,,2026-05-15,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,798.19,159.64,5,80,1,180,0,215,0,323.19,0,0,80,0,16263,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-127,,,2026-05-16,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,730.46,146.09,5,80,1,90,0,240,0,310.46,10,0,80,0,7885,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-128,,,2026-05-18,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,810.56,162.11,5,80,1,80,0,155,0,465.56,0,0,80,30,5430,80,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-129,,,2026-05-18,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,185,37,5,80,1,25,0,160,0,0,0,0,0,0,0,312,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-130,,,2026-05-19,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,941.78,188.36,5,80,1,235,0,235,0,391.78,0,0,80,0,16555,200,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-131,,,2026-05-20,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,630.06,126.01,5,80,1,175,0,95,0,335.06,0,0,25,0,15042,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-132,,,2026-05-21,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,759.71,151.94,5,80,1,80,0,410,0,179.71,0,0,90,0,5698,250,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-133,,,2026-05-21,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,514.26,102.85,5,80,1,190,0,10,0,274.26,0,0,10,30,10530,10,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-134,,,2026-05-22,白,,,4-sn1-110t,4# SN1-110T,Armature High Amp,48187063AA,-,1098.66,219.73,5,80,2,355,40,50,30,533.66,0,0,90,0,55346,30,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-135,,,2026-05-22,夜,,,4-sn1-110t,4# SN1-110T,Armature High Amp,48187063AA,-,404.54,80.91,5,80,2,95,0,25,0,274.54,0,0,10,0,11350,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-136,,,2026-05-23,白,,,4-sn1-110t,4# SN1-110T,Armature High Amp,48187063AA,-,767.55,153.51,5,80,2,70,0,150,0,467.55,10,0,70,0,10540,460,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-137,,,2026-05-23,夜,,,4-sn1-110t,4# SN1-110T,Armature High Amp,48187063AA,-,887.05,177.41,5,80,2,395,55,10,0,407.05,0,0,20,0,69868,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-138,,,2026-05-24,白,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,984.94,196.99,5,100,3,255,0,75,0,584.94,10,0,60,0,68661,345,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-139,,,2026-05-25,夜,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,65,13,5,100,3,25,0,30,0,0,0,0,10,0,0,3930,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-140,,,2026-05-26,白,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,1189.18,237.84,5,100,3,440,0,15,0,639.18,20,0,75,0,117714,150,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-141,,,2026-05-26,夜,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,1004.14,200.83,5,100,3,285,0,30,0,604.14,10,0,75,0,78545,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-142,,,2026-05-27,白,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,822.59,164.52,5,100,3,235,0,25,0,487.59,0,0,75,0,80970,120,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-143,,,2026-05-27,夜,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,641.17,128.23,5,100,3,150,0,70,0,391.17,10,0,20,0,44865,120,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-144,,,2026-05-28,白,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,1064.78,212.96,5,100,3,315,0,5,0,639.78,0,0,105,0,81239,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-145,,,2026-05-28,夜,,,4-sn1-110t,4# SN1-110T,High Arc Plate,48187053AA,-,737.18,147.44,5,100,3,25,0,35,0,667.18,0,0,10,0,4890,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-146,,,2026-05-31,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,1069.19,213.84,5,100,3,320,0,25,0,654.19,0,0,70,0,82912,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-147,,,2026-06-01,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,639.58,127.92,5,100,3,70,0,45,0,424.58,15,0,85,0,26214,300,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-148,,,2026-06-01,夜,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,1223.16,244.63,5,100,3,395,0,60,0,588.16,15,100,65,0,107790,150,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-149,,,2026-06-02,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,1028.23,205.65,5,100,3,330,0,70,0,563.23,0,0,65,0,92280,180,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-150,,,2026-06-02,夜,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,1087.66,217.53,5,100,3,360,0,60,0,587.66,15,0,65,0,98322,90,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-151,,,2026-06-03,白,,,4-sn1-110t,4# SN1-110T,Medium Arc Platel,48187097AA,-,100,20,5,100,3,25,20,0,0,0,0,0,25,30,0,150,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-152,,,2026-06-03,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,596.36,119.27,5,80,1,110,30,140,0,271.36,0,0,45,0,7621,50,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-153,,,2026-06-03,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,799.74,159.95,5,80,1,125,0,285,0,324.74,0,0,65,0,9546,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-154,,,2026-06-04,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1475,295,5,80,1,45,0,105,0,1260,0,0,65,0,1400,186,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-155,,,2026-06-04,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,175,35,5,80,1,25,0,150,0,0,0,0,0,0,0,20,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-156,,,2026-06-05,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1316.84,263.37,5,80,1,330,0,160,0,746.84,10,0,70,0,15200,100,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-157,,,2026-06-05,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,881.03,176.21,5,80,1,270,0,45,0,536.03,0,0,30,0,16320,18,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-158,,,2026-06-08,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,741,148.2,5,80,1,105,0,220,0,336,0,0,80,0,9000,165,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-159,,,2026-06-09,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1061.21,212.24,5,80,1,145,0,255,0,571.21,10,0,80,0,6600,152,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-160,,,2026-06-10,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1113.68,222.74,5,80,1,245,0,150,0,613.68,0,0,105,0,12935,500,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-161,,,2026-06-11,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,830.74,166.15,5,80,1,150,0,240,0,360.74,0,0,80,0,11310,30,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-162,,,2026-06-11,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1248.05,249.61,5,80,1,335,0,85,0,743.05,15,0,70,0,18214,40,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-163,,,2026-06-12,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,869.09,173.82,5,80,1,125,30,165,5,409.09,0,0,75,60,8800,76,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-164,,,2026-06-12,夜,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,1355.35,271.07,5,80,3,560,0,20,0,695.35,15,0,65,0,111138,75,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-165,,,2026-06-13,白,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,969.86,193.97,5,80,3,180,0,150,0,539.86,15,0,85,0,34009,500,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-166,,,2026-06-13,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,290,58,5,80,1,25,60,165,0,0,0,0,40,0,0,291,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-167,,,2026-06-15,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,971.44,194.29,5,80,1,205,0,200,40,416.44,30,0,80,0,14965,80,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-168,,,2026-06-15,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,545,109,5,80,1,25,95,160,0,0,0,0,25,240,0,236,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-169,,,2026-06-16,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,1066.67,213.33,5,80,1,275,0,145,0,566.67,0,0,80,0,16888,50,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-170,,,2026-06-16,夜,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,991.47,198.29,5,80,1,210,0,180,0,516.47,10,0,75,0,13174,300,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-171,,,2026-06-17,白,,,4-sn1-110t,4# SN1-110T,CRADLE,48187058,-,130,26,5,80,1,25,0,100,0,0,0,0,0,5,0,89,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-172,,,2026-06-17,白,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,684.72,136.94,5,80,3,215,40,45,0,329.72,0,0,55,0,39906,150,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-173,,,2026-06-17,夜,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,1064.62,212.92,5,80,3,275,0,135,0,569.62,10,0,75,0,52140,60,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-174,,,2026-06-18,白,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,1342.75,268.55,5,80,3,465,0,35,0,752.75,15,0,75,0,81541,140,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-175,,,2026-06-19,白,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,200,40,5,80,3,25,0,165,0,0,0,0,10,0,0,1116,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-4-sn1-110t-176,,,2026-06-20,白,,,4-sn1-110t,4# SN1-110T,CLAMP PLATE,48187311AA,-,319.87,63.97,5,80,3,65,55,20,0,169.87,0,0,10,0,11020,80,0,,2026-06-27T00:00:00.000Z,,excel-seed
