id,recordDate,recordTime,date,shift,shiftStartAt,shiftEndAt,machineId,machineName,productName,partNo,step,workMinutes,timeSlots,minutesPerSlot,machineSpeed,cavityQty,normalMinutes,changeoverMinutes,inspectionMinutes,equipmentRepairMinutes,moldRepairMinutes,materialChangeMinutes,emergencyStopMinutes,meetingMinutes,plannedStopMinutes,goodQty,ngQty,testQty,note,createdAt,updatedAt,source
seed-bending-1-46,,,2026-01-31,夜,,,bending-1,Bending #1,LC 600 Box,75170145,-,1263.57,252.71,5,0.4,1,650,0,10,0,603.57,0,0,0,0,280,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-47,,,2026-02-02,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1255.36,251.07,5,0.4,1,610,0,20,0,595.36,0,0,30,0,250,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-48,,,2026-02-02,夜,,,bending-1,Bending #1,LC 600 Cover,75170154,-,463.31,92.66,5,1.4,1,175,0,10,0,223.31,0,0,0,55,192,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-49,,,2026-02-06,白,,,bending-1,Bending #1,METAL BOX WH CSL,DBS30-8-U,-,542.75,108.55,5,1.7,1,200,15,10,0,182.75,0,0,15,120,400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-50,,,2026-02-07,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,497.73,99.55,5,1.4,1,180,0,35,0,257.73,0,0,25,0,176,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-51,,,2026-02-12,白,,,bending-1,Bending #1,METAL BOX WH CSL,DBS60-8-U,-,335.69,67.14,5,1.7,1,135,0,10,0,155.69,0,0,35,0,199,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-52,,,2026-02-13,白,,,bending-1,Bending #1,METAL BOX WH CSL,DBS60-8-U,-,181.51,36.3,5,1.7,1,80,10,0,0,61.51,0,0,20,10,199,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-53,,,2026-02-13,白,,,bending-1,Bending #1,METAL BOX,DBF45-8-U,-,1130.36,226.07,5,1.7,1,435,40,20,0,590.36,0,0,40,5,595,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-54,,,2026-02-14,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,1007.92,201.58,5,1.4,1,425,0,10,0,527.92,0,0,45,0,479,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-55,,,2026-02-16,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,1248.19,249.64,5,1.4,1,550,0,35,0,588.19,0,0,75,0,720,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-56,,,2026-02-17,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,469.09,93.82,5,1.4,1,180,0,10,0,229.09,0,0,35,15,198,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-57,,,2026-02-18,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,870.54,174.11,5,0.4,1,405,0,30,0,390.54,0,0,45,0,168,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-58,,,2026-02-21,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,492.35,98.47,5,0.4,1,150,0,10,0,132.35,0,0,25,175,68,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-59,,,2026-02-23,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1068.89,213.78,5,0.4,1,535,0,15,0,408.89,0,0,60,50,280,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-60,,,2026-02-24,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,344.46,68.89,5,0.4,1,115,0,10,0,94.46,0,0,55,70,56,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-61,,,2026-02-25,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,435.98,87.2,5,0.4,1,225,0,25,0,165.98,0,0,20,0,122,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-62,,,2026-02-26,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,376.12,75.22,5,0.4,1,165,0,20,0,136.12,0,0,25,30,80,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-63,,,2026-02-28,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,430.18,86.04,5,0.4,1,245,0,10,0,60.18,0,0,10,105,399,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-64,,,2026-03-02,白,,,bending-1,Bending #1,METAL BOX,DBF60-8-U,-,490.31,98.06,5,1.7,1,175,0,10,0,260.31,0,0,10,35,200,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-65,,,2026-03-02,白,,,bending-1,Bending #1,METAL BOX WH CSL,DBS30-8-U,-,594.94,118.99,5,1.7,1,240,0,10,0,294.94,0,0,50,0,332,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-66,,,2026-03-03,白,,,bending-1,Bending #1,METAL BOX WH CSL,DBS30-8-U,-,145.62,29.12,5,1.7,1,45,0,15,0,50.62,0,0,25,10,68,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-67,,,2026-03-03,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,313.5,62.7,5,0.4,1,210,0,20,0,73.5,0,0,10,0,240,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-68,,,2026-03-04,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,591.93,118.39,5,1.4,1,195,0,15,0,336.93,0,0,30,15,158,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-69,,,2026-03-05,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,929.17,185.83,5,1.4,1,385,0,10,0,449.17,0,0,55,30,462,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-70,,,2026-03-06,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,823.06,164.61,5,0.4,1,410,0,15,0,343.06,0,0,55,0,196,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-71,,,2026-03-09,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,200.67,40.13,5,0.4,1,55,0,10,0,80.67,0,0,20,35,15,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-72,,,2026-03-09,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,257.76,51.55,5,1.4,1,45,0,10,0,97.76,0,0,10,95,29,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-73,,,2026-03-19,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1940.98,388.2,5,1.4,1,630,40,10,0,1160.98,0,0,100,0,509,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-74,,,2026-03-19,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,224.52,44.9,5,1.4,1,100,0,30,0,64.52,0,0,30,0,217,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-75,,,2026-03-20,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1234.36,246.87,5,1.4,1,400,0,10,0,574.36,0,0,80,170,390,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-76,,,2026-03-21,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1692.32,338.46,5,1.4,1,670,0,20,5,912.32,0,0,85,0,694,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-77,,,2026-03-23,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1154.76,230.95,5,1.4,1,415,0,35,0,669.76,0,0,35,0,360,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-78,,,2026-03-24,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1424.63,284.93,5,1.4,1,565,15,0,0,764.63,0,0,80,0,600,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-79,,,2026-03-25,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1199.21,239.84,5,1.4,1,470,0,5,0,719.21,0,0,5,0,430,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-80,,,2026-03-26,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,273.28,54.66,5,1.4,1,70,0,10,0,118.28,0,0,30,45,58,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-81,,,2026-04-01,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,401.22,80.24,5,0.4,1,190,5,10,0,151.22,0,0,45,0,98,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-82,,,2026-04-02,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1156.03,231.21,5,0.4,1,570,0,5,0,496.03,0,0,85,0,262,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-83,,,2026-04-03,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1332.12,266.42,5,0.4,1,680,0,15,0,552.12,0,0,85,0,335,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-84,,,2026-04-04,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1190.65,238.13,5,0.4,1,565,0,10,0,520.65,0,0,95,0,293,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-85,,,2026-04-05,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1026.3,205.26,5,0.4,1,500,0,20,0,366.3,0,0,80,60,273,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-86,,,2026-04-06,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1086.67,217.33,5,0.4,1,560,0,20,0,426.67,0,0,80,0,294,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-87,,,2026-04-07,白,,,bending-1,Bending #1,Cover EZ100 450mm 12w,BRU53718,1,289.12,57.83,5,1.4,1,170,5,5,0,104.12,0,0,5,0,400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-88,,,2026-04-07,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,219.57,43.91,5,0.4,1,80,20,15,0,69.57,0,0,30,5,46,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-89,,,2026-04-07,白,,,bending-1,Bending #1,U BOX 450mm,BRU53714,-,793,158.6,5,0.4,1,440,20,15,0,253,0,0,45,20,320,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-90,,,2026-04-08,白,,,bending-1,Bending #1,U BOX 450mm,BRU53714,-,728.79,145.76,5,0.4,1,405,25,0,0,248.79,0,0,40,10,280,5,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-91,,,2026-04-08,白,,,bending-1,Bending #1,Cover EZ100 450mm 12w,BRU53718,1,436.5,87.3,5,1.4,1,195,5,5,0,136.5,0,0,35,60,400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-92,,,2026-04-09,白,,,bending-1,Bending #1,U BOX 600mm,BRU53715,-,1029.45,205.89,5,0.4,1,530,5,20,0,369.45,0,0,50,55,307,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-93,,,2026-04-09,白,,,bending-1,Bending #1,Cover EZ100 450mm 12w,BRU53718,1,363.02,72.6,5,1.4,1,185,5,20,0,123.02,0,0,25,5,400,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-94,,,2026-04-10,白,,,bending-1,Bending #1,Cover EZ100 600mm 18w,BRU53719,1,602.48,120.5,5,1.4,1,295,25,10,0,237.47,0,0,35,0,600,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-95,,,2026-04-16,白,,,bending-1,Bending #1,U BOX 750mm,BRU53716,-,400.34,80.07,5,0.4,1,150,5,50,0,160.34,0,0,25,10,58,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-96,,,2026-04-16,白,,,bending-1,Bending #1,Cover EZ100 750mm 36w,BRU53722,-,304.25,60.85,5,1.4,1,105,10,10,0,159.25,0,0,10,10,120,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-97,,,2026-04-16,白,,,bending-1,Bending #1,Cover EZ100 750mm 36w,BRU53722,-,118.5,23.7,5,1.4,1,55,5,10,0,38.5,0,0,10,0,120,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-98,,,2026-04-17,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,846.79,169.36,5,0.4,1,390,5,40,0,366.79,0,0,45,0,168,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-99,,,2026-04-18,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,802.19,160.44,5,0.4,1,420,0,15,0,322.19,0,0,45,0,219,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-100,,,2026-04-20,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,805.16,161.03,5,0.4,1,420,0,5,0,325.16,0,0,50,5,217,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-101,,,2026-04-21,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,666.79,133.36,5,0.4,1,325,0,5,0,301.79,0,0,25,10,140,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-102,,,2026-04-22,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,529.2,105.84,5,0.4,1,275,0,5,0,219.2,0,0,20,10,138,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-103,,,2026-04-23,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1077.66,215.53,5,0.4,1,555,0,15,0,417.66,0,0,90,0,295,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-104,,,2026-04-24,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1108,221.6,5,0.4,1,560,0,15,0,448,0,0,85,0,280,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-105,,,2026-04-25,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1097.58,219.52,5,0.4,1,570,0,5,0,437.58,0,0,85,0,297,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-106,,,2026-04-27,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1143.67,228.73,5,0.4,1,565,0,15,0,483.67,0,0,80,0,264,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-107,,,2026-04-28,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1117.61,223.52,5,0.4,1,575,0,10,0,457.61,0,0,75,0,289,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-108,,,2026-04-29,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,195.16,39.03,5,0.4,1,85,5,20,0,50.16,0,0,25,10,61,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-109,,,2026-04-29,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1631.35,326.27,5,1.4,1,485,5,30,25,971.35,0,0,55,60,360,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-110,,,2026-04-30,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1812.43,362.49,5,1.4,1,650,0,10,0,1077.43,0,0,75,0,587,12,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-111,,,2026-05-02,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1423.05,284.61,5,1.4,1,530,0,10,0,808.05,0,0,75,0,528,9,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-112,,,2026-05-04,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1415.25,283.05,5,0.4,1,665,5,15,0,660.25,0,0,70,0,280,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-113,,,2026-05-05,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1407.31,281.46,5,0.4,1,695,0,10,0,627.31,0,0,75,0,308,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-114,,,2026-05-06,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1263.74,252.75,5,0.4,1,685,0,20,0,483.74,0,0,75,0,388,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-115,,,2026-05-07,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,1355.03,271.01,5,0.4,1,695,0,15,0,575.03,0,0,70,0,336,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-116,,,2026-05-08,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,844.18,168.84,5,0.4,1,415,15,0,0,364.18,0,0,40,10,196,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-117,,,2026-05-09,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,489.88,97.98,5,0.4,1,220,0,20,0,154.88,0,0,50,45,125,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-118,,,2026-05-11,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1376.01,275.2,5,1.4,1,540,5,15,0,716.01,0,10,90,0,586,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-119,,,2026-05-12,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,512.1,102.42,5,1.4,1,205,10,5,0,257.1,0,0,25,10,240,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-120,,,2026-05-12,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,891.69,178.34,5,1.4,1,360,5,5,0,471.69,0,0,50,0,390,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-121,,,2026-05-13,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1086.67,217.33,5,1.4,1,390,0,10,0,606.67,0,0,55,25,351,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-122,,,2026-05-14,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,877.12,175.42,5,1.4,1,270,0,15,0,397.12,0,0,55,140,257,3,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-123,,,2026-05-15,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,999.17,199.83,5,1.4,1,375,5,10,0,554.17,0,0,45,10,360,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-124,,,2026-05-16,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,1221.24,244.25,5,1.4,1,435,35,35,0,561.24,0,0,70,85,510,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-125,,,2026-05-18,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,680,136,5,1.4,1,295,10,15,0,295,0,0,40,25,427,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-126,,,2026-05-18,白,,,bending-1,Bending #1,METAL BOX,DBF60-8-U,-,186.5,37.3,5,1.7,1,60,15,20,0,76.5,0,0,5,10,100,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-127,,,2026-05-19,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,629.64,125.93,5,1.4,1,170,55,10,0,354.64,0,0,35,5,151,6,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-128,,,2026-05-20,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,412.42,82.48,5,0.4,1,185,0,15,0,207.42,0,0,0,5,66,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-129,,,2026-05-22,白,,,bending-1,Bending #1,U BOX 750mm,BRU53716,-,1036.42,207.28,5,0.4,1,390,60,50,35,376.42,0,0,75,50,201,4,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-130,,,2026-05-23,白,,,bending-1,Bending #1,U BOX 600mm,BRU53715,-,426,85.2,5,0.4,1,210,30,10,0,126,0,0,50,0,160,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-131,,,2026-05-25,白,,,bending-1,Bending #1,U BOX 600mm,BRU53715,-,1046.79,209.36,5,0.4,1,570,0,15,0,386.79,0,0,75,0,336,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-132,,,2026-05-26,白,,,bending-1,Bending #1,U BOX 600mm,BRU53715,-,191.82,38.36,5,0.4,1,80,5,20,0,61.82,0,0,15,10,44,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-133,,,2026-05-26,白,,,bending-1,Bending #1,Cover EZ100 600mm 24w,BRU53720,1,772.22,154.44,5,1.4,1,390,15,10,0,297.22,0,0,55,5,744,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-134,,,2026-05-26,白,,,bending-1,Bending #1,Cover EZ100 600mm 18w,BRU53719,1,120.5,24.1,5,1.4,1,60,5,5,0,45.5,0,0,5,0,120,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-135,,,2026-05-27,白,,,bending-1,Bending #1,Cover EZ100 600mm 30w,BRU53721,1,530.45,106.09,5,1.4,1,245,5,15,0,215.45,0,0,45,5,398,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-136,,,2026-05-27,白,,,bending-1,Bending #1,Cover EZ100 600mm 18w,BRU53719,1,592.58,118.52,5,1.4,1,285,5,10,0,242.58,0,0,40,10,477,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-137,,,2026-05-28,白,,,bending-1,Bending #1,U BOX 750mm,BRU53716,-,389.41,77.88,5,0.4,1,220,5,25,0,129.41,0,0,10,0,153,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-138,,,2026-05-30,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,511.55,102.31,5,0.4,1,230,5,5,0,196.55,0,0,45,30,110,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-139,,,2026-05-31,白,,,bending-1,Bending #1,LC 600 Box,75170145,-,823.81,164.76,5,0.4,1,380,0,20,0,343.81,0,0,30,50,168,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-140,,,2026-06-03,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,971.76,194.35,5,1.4,1,335,15,20,0,551.76,0,50,0,0,340,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-141,,,2026-06-04,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1385.69,277.14,5,1.4,1,560,0,20,0,725.69,0,0,70,10,605,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-142,,,2026-06-05,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1390.11,278.02,5,1.4,1,570,0,20,0,730.11,0,0,70,0,623,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-143,,,2026-06-08,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,372.8,74.56,5,1.4,1,125,5,10,0,192.8,0,0,35,5,118,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-144,,,2026-06-08,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,1078,215.6,5,1.4,1,420,15,10,0,588,0,0,40,5,435,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-145,,,2026-06-09,白,,,bending-1,Bending #1,LC 600 Cover,75170154,-,562.23,112.45,5,1.4,1,215,0,45,0,202.23,0,0,25,75,320,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-146,,,2026-06-09,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,829.65,165.93,5,1.4,1,265,0,15,0,409.65,0,0,45,95,240,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-147,,,2026-06-10,白,,,bending-1,Bending #1,LC 600 Flat Door,75170162,-,1008.12,201.62,5,1.4,1,355,0,15,0,588.12,0,0,45,5,300,2,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-148,,,2026-06-11,白,,,bending-1,Bending #1,LC 600 Flat Door,75170163,-,986.81,197.36,5,1.4,1,395,0,25,0,506.81,0,0,35,25,431,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-149,,,2026-06-15,白,,,bending-1,Bending #1,Cover LUG100 600mm 30w,BRU53727,1,226.36,45.27,5,1.4,1,45,20,20,0,41.36,0,0,30,70,99,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-150,,,2026-06-15,白,,,bending-1,Bending #1,Cover EZ250 600mm 18w,BRU53731,1,106.25,21.25,5,1.4,1,25,5,40,0,26.25,0,0,0,10,40,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-151,,,2026-06-15,白,,,bending-1,Bending #1,Cover EZ250 600mm 12w,BRU53730,1,97,19.4,5,1.4,1,30,5,15,0,42,0,0,0,5,35,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-152,,,2026-06-15,白,,,bending-1,Bending #1,Cover EZ100 450mm 12w,BRU53718,1,210.18,42.04,5,1.4,1,95,10,20,0,70.18,0,0,10,5,199,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-153,,,2026-06-15,白,,,bending-1,Bending #1,Cover EZ250 750mm 24w,BRU53732,1,143.06,28.61,5,1.4,1,35,15,20,0,68.06,0,0,5,0,36,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-154,,,2026-06-16,白,,,bending-1,Bending #1,Cover LUG100 750mm 42w,BRU53729,1,152.31,30.46,5,1.4,1,30,0,20,0,32.31,0,0,15,55,39,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-155,,,2026-06-16,白,,,bending-1,Bending #1,METAL BOX,DBF45-8-U,-,236.26,47.25,5,1.4,1,105,5,30,0,81.26,0,0,10,5,199,1,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-156,,,2026-06-20,白,,,bending-1,Bending #1,Cover EZ250 900mm 36w,BRU53735,1,144.31,28.86,5,1.4,1,45,5,20,0,54.31,0,0,10,10,58,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-157,,,2026-06-20,白,,,bending-1,Bending #1,Cover EZ250 900mm 42w,BRU53736,1,56.15,11.23,5,1.4,1,10,5,20,0,16.15,0,0,0,5,13,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-158,,,2026-06-20,白,,,bending-1,Bending #1,U BOX 900mm,BRU53771,-,472.33,94.47,5,0.4,1,215,5,25,0,187.33,0,0,40,0,101,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-159,,,2026-06-22,白,,,bending-1,Bending #1,Cover EZ250 750mm 24w,BRU53732,1,96.11,19.22,5,1.4,1,20,10,20,0,31.11,0,0,5,10,27,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-160,,,2026-06-22,白,,,bending-1,Bending #1,Cover EZ250 750mm 30w,BRU53734,1,82.97,16.59,5,1.4,1,30,5,20,0,22.97,0,0,0,5,64,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
seed-bending-1-161,,,2026-06-23,白,,,bending-1,Bending #1,Cover LUG100 450mm 12w,BRU53724,1,139.21,27.84,5,1.4,1,55,0,35,0,29.21,0,0,15,5,145,0,0,,2026-06-27T00:00:00.000Z,,excel-seed
